Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Inventory_Days,Unit_Cost,Selling_Price,Stock_Level,Supplier,Season
ORD00141,2023-09-25,2023-10-01,CUST2923,Customer_152,Corporate,South,TX,Houston,Technology,Printer,Printer Model 729,516,2,0.1,160.0,69,152.2,258,179,Supplier B,Autumn
ORD00142,2023-08-13,2023-08-15,CUST4578,Customer_127,Home Office,Central,IL,Chicago,Furniture,Bookcase,Bookcase Model 872,2110,10,0.15,262.7,65,153.08,211,295,Supplier A,Monsoon
ORD00143,2024-06-22,2024-06-26,CUST3455,Customer_85,Corporate,South,TX,Houston,Office Supplies,Paper,Paper Model 974,444,1,0.2,10.78,30,344.42,444,294,Supplier D,Monsoon
ORD00144,2023-04-30,2023-05-06,CUST8484,Customer_289,Consumer,West,WA,Seattle,Technology,Printer,Printer Model 672,3472,8,0.0,1168.8,70,287.9,434,232,Supplier D,Summer
ORD00145,2024-11-19,2024-11-26,CUST6644,Customer_33,Home Office,South,TX,Houston,Furniture,Table,Table Model 161,401,1,0.05,102.42,10,278.53,401,236,Supplier A,Autumn
ORD00146,2024-04-28,2024-04-29,CUST2314,Customer_277,Consumer,South,FL,Miami,Technology,Laptop,Laptop Model 769,1477,7,0.15,277.48,53,139.71,211,212,Supplier C,Summer
ORD00147,2023-05-02,2023-05-04,CUST7948,Customer_273,Corporate,Central,IL,Chicago,Office Supplies,Paper,Paper Model 943,407,1,0.0,83.59,64,323.41,407,298,Supplier B,Summer
ORD00148,2023-09-11,2023-09-15,CUST4376,Customer_35,Consumer,South,TX,Houston,Furniture,Chair,Chair Model 708,72,2,0.15,10.54,7,25.33,36,143,Supplier A,Autumn
ORD00149,2024-04-02,2024-04-07,CUST9255,Customer_149,Consumer,East,NY,New York,Office Supplies,Paper,Paper Model 935,1708,7,0.05,452.69,12,167.13,244,91,Supplier C,Summer
ORD00150,2024-08-14,2024-08-19,CUST7999,Customer_285,Corporate,South,TX,Houston,Furniture,Chair,Chair Model 148,1197,9,0.15,269.19,12,83.14,133,109,Supplier C,Monsoon
ORD00151,2024-10-20,2024-10-26,CUST4948,Customer_116,Corporate,Central,OH,Columbus,Office Supplies,Binder,Binder Model 978,672,7,0.1,171.92,73,61.84,96,262,Supplier B,Autumn
ORD00152,2024-04-19,2024-04-20,CUST8369,Customer_190,Consumer,Central,OH,Columbus,Office Supplies,Pen,Pen Model 648,654,3,0.05,219.9,47,133.8,218,60,Supplier B,Summer
ORD00153,2023-02-22,2023-02-25,CUST5967,Customer_8,Consumer,Central,IL,Chicago,Technology,Laptop,Laptop Model 294,3900,10,0.2,763.4,31,235.66,390,190,Supplier A,Winter
ORD00154,2024-05-05,2024-05-07,CUST6053,Customer_134,Corporate,West,WA,Seattle,Technology,Printer,Printer Model 625,2502,6,0.1,637.62,73,269.03,417,203,Supplier D,Summer
ORD00155,2024-04-22,2024-04-23,CUST1265,Customer_134,Home Office,Central,OH,Columbus,Technology,Monitor,Monitor Model 698,1386,6,0.0,428.76,33,159.54,231,94,Supplier D,Summer
ORD00156,2023-10-30,2023-11-01,CUST5216,Customer_251,Home Office,West,WA,Seattle,Technology,Monitor,Monitor Model 757,4460,10,0.05,1227.3,88,300.97,446,192,Supplier D,Autumn
ORD00157,2024-04-16,2024-04-18,CUST9584,Customer_18,Consumer,South,TX,Houston,Technology,Printer,Printer Model 937,2430,9,0.05,414.99,74,210.39,270,50,Supplier A,Summer
ORD00158,2023-01-07,2023-01-11,CUST8916,Customer_250,Consumer,West,CA,Los Angeles,Technology,Printer,Printer Model 106,72,3,0.05,19.71,52,16.23,24,50,Supplier D,Winter
ORD00159,2023-01-13,2023-01-14,CUST3439,Customer_124,Consumer,South,FL,Miami,Technology,Printer,Printer Model 734,3024,7,0.05,1128.68,17,249.16,432,288,Supplier C,Winter
ORD00160,2023-12-29,2024-01-01,CUST2320,Customer_17,Consumer,Central,IL,Chicago,Furniture,Table,Table Model 515,2472,8,0.05,376.8,33,246.45,309,173,Supplier D,Winter
ORD00161,2024-01-22,2024-01-27,CUST2562,Customer_271,Consumer,Central,IL,Chicago,Office Supplies,Paper,Paper Model 335,186,3,0.15,16.5,87,47.2,62,189,Supplier B,Winter
ORD00162,2024-12-09,2024-12-14,CUST6152,Customer_9,Consumer,Central,OH,Columbus,Technology,Laptop,Laptop Model 701,2400,5,0.2,261.9,9,331.62,480,111,Supplier B,Winter
ORD00163,2024-12-30,2025-01-06,CUST6435,Customer_197,Home Office,Central,IL,Chicago,Furniture,Chair,Chair Model 243,1430,10,0.2,59.1,54,108.49,143,296,Supplier A,Winter
ORD00164,2024-05-27,2024-06-02,CUST6347,Customer_16,Home Office,South,TX,Houston,Technology,Monitor,Monitor Model 379,1796,4,0.0,655.28,83,285.18,449,223,Supplier D,Summer
ORD00165,2024-05-17,2024-05-19,CUST5037,Customer_38,Consumer,South,FL,Miami,Furniture,Chair,Chair Model 374,3580,10,0.15,997.3,84,204.57,358,171,Supplier B,Summer
ORD00166,2024-01-25,2024-01-31,CUST5419,Customer_53,Consumer,West,WA,Seattle,Furniture,Table,Table Model 189,132,2,0.0,28.28,61,51.86,66,204,Supplier B,Winter
ORD00167,2024-03-17,2024-03-21,CUST1202,Customer_150,Corporate,Central,IL,Chicago,Technology,Laptop,Laptop Model 497,1818,6,0.0,546.78,46,211.87,303,217,Supplier A,Summer
ORD00168,2024-07-26,2024-07-28,CUST8121,Customer_142,Corporate,West,WA,Seattle,Technology,Laptop,Laptop Model 406,870,5,0.1,197.25,13,117.15,174,105,Supplier D,Monsoon
ORD00169,2023-03-20,2023-03-23,CUST5991,Customer_4,Corporate,South,TX,Houston,Office Supplies,Pen,Pen Model 440,2592,8,0.2,521.28,18,194.04,324,89,Supplier D,Summer
ORD00170,2023-12-04,2023-12-08,CUST6147,Customer_91,Corporate,South,FL,Miami,Office Supplies,Pen,Pen Model 426,519,3,0.1,103.38,30,121.24,173,265,Supplier C,Winter
ORD00171,2024-12-12,2024-12-18,CUST9939,Customer_93,Home Office,Central,IL,Chicago,Furniture,Table,Table Model 886,2190,5,0.15,457.15,77,280.87,438,122,Supplier A,Winter
ORD00172,2024-04-17,2024-04-23,CUST4965,Customer_130,Home Office,West,WA,Seattle,Furniture,Bookcase,Bookcase Model 257,878,2,0.15,115.68,22,315.31,439,175,Supplier D,Summer
ORD00173,2024-01-22,2024-01-23,CUST2392,Customer_56,Consumer,Central,OH,Columbus,Office Supplies,Binder,Binder Model 773,2511,9,0.15,412.02,51,191.37,279,294,Supplier C,Winter
ORD00174,2023-06-20,2023-06-26,CUST4621,Customer_229,Corporate,East,MA,Boston,Furniture,Table,Table Model 500,50,2,0.0,19.26,70,15.37,25,285,Supplier D,Monsoon
ORD00175,2024-11-26,2024-12-01,CUST3321,Customer_179,Corporate,West,WA,Seattle,Technology,Monitor,Monitor Model 451,342,2,0.15,23.9,15,133.4,171,79,Supplier D,Autumn
ORD00176,2023-07-31,2023-08-05,CUST2885,Customer_12,Corporate,Central,OH,Columbus,Furniture,Chair,Chair Model 763,3112,8,0.15,685.52,43,244.96,389,42,Supplier A,Monsoon
ORD00177,2024-11-24,2024-12-01,CUST7636,Customer_95,Consumer,West,CA,Los Angeles,Office Supplies,Paper,Paper Model 755,909,9,0.1,190.89,64,69.69,101,138,Supplier D,Autumn
ORD00178,2024-02-10,2024-02-11,CUST9796,Customer_96,Corporate,West,WA,Seattle,Office Supplies,Binder,Binder Model 433,154,7,0.05,53.69,13,13.23,22,72,Supplier B,Winter
ORD00179,2024-04-13,2024-04-14,CUST6700,Customer_181,Corporate,South,FL,Miami,Office Supplies,Pen,Pen Model 732,1950,6,0.15,286.98,80,228.42,325,78,Supplier B,Summer
ORD00180,2024-11-20,2024-11-26,CUST3316,Customer_262,Corporate,South,TX,Houston,Office Supplies,Paper,Paper Model 528,480,6,0.05,155.34,28,50.11,80,211,Supplier B,Autumn
ORD00181,2024-08-11,2024-08-15,CUST3298,Customer_96,Corporate,Central,IL,Chicago,Furniture,Bookcase,Bookcase Model 962,3375,9,0.05,881.82,67,258.27,375,167,Supplier D,Monsoon
ORD00182,2024-09-26,2024-09-27,CUST7703,Customer_252,Corporate,South,TX,Houston,Furniture,Chair,Chair Model 827,1748,4,0.15,103.2,69,345.65,437,273,Supplier D,Autumn
ORD00183,2024-05-15,2024-05-17,CUST9115,Customer_282,Home Office,East,NY,New York,Technology,Monitor,Monitor Model 215,160,1,0.05,42.5,26,109.5,160,254,Supplier A,Summer
ORD00184,2023-10-02,2023-10-09,CUST5877,Customer_17,Corporate,South,TX,Houston,Office Supplies,Binder,Binder Model 369,1179,9,0.15,323.55,88,75.4,131,146,Supplier C,Autumn
ORD00185,2023-03-31,2023-04-04,CUST3719,Customer_72,Consumer,East,NY,New York,Technology,Printer,Printer Model 933,3720,10,0.1,501.2,83,284.68,372,239,Supplier B,Summer
ORD00186,2023-03-02,2023-03-07,CUST2560,Customer_70,Corporate,South,FL,Miami,Office Supplies,Pen,Pen Model 160,555,3,0.1,154.11,39,115.13,185,283,Supplier C,Summer
ORD00187,2024-11-02,2024-11-04,CUST3329,Customer_296,Home Office,West,CA,Los Angeles,Technology,Printer,Printer Model 375,2664,6,0.05,558.48,55,328.72,444,270,Supplier D,Autumn
ORD00188,2024-01-20,2024-01-24,CUST1040,Customer_48,Home Office,East,NY,New York,Furniture,Bookcase,Bookcase Model 569,1875,5,0.1,443.1,67,248.88,375,187,Supplier C,Winter
ORD00189,2023-03-06,2023-03-13,CUST3139,Customer_290,Corporate,Central,IL,Chicago,Furniture,Chair,Chair Model 907,1256,8,0.1,179.52,48,118.86,157,300,Supplier C,Summer
ORD00190,2024-11-29,2024-12-06,CUST8479,Customer_1,Corporate,East,NY,New York,Technology,Printer,Printer Model 307,224,8,0.0,48.72,25,21.91,28,245,Supplier B,Autumn
ORD00191,2024-10-27,2024-10-30,CUST1848,Customer_203,Home Office,West,WA,Seattle,Technology,Printer,Printer Model 412,888,6,0.0,317.04,88,95.16,148,104,Supplier B,Autumn
ORD00192,2024-03-15,2024-03-21,CUST1152,Customer_5,Home Office,East,NY,New York,Technology,Laptop,Laptop Model 451,472,8,0.05,118.72,71,41.21,59,247,Supplier A,Summer
ORD00193,2024-03-08,2024-03-14,CUST3246,Customer_196,Consumer,West,WA,Seattle,Technology,Laptop,Laptop Model 756,455,7,0.0,192.99,52,37.43,65,173,Supplier B,Summer
ORD00194,2023-03-12,2023-03-17,CUST4559,Customer_45,Consumer,East,NY,New York,Furniture,Table,Table Model 243,1364,4,0.05,231.92,83,265.97,341,246,Supplier A,Summer
ORD00195,2024-08-26,2024-09-01,CUST1439,Customer_155,Consumer,Central,OH,Columbus,Furniture,Table,Table Model 630,438,3,0.1,82.71,36,103.83,146,165,Supplier B,Monsoon
ORD00196,2024-02-06,2024-02-09,CUST1197,Customer_185,Corporate,East,NY,New York,Furniture,Table,Table Model 235,286,2,0.15,40.18,14,101.46,143,290,Supplier D,Winter
ORD00197,2024-08-05,2024-08-09,CUST1990,Customer_204,Home Office,South,TX,Houston,Furniture,Chair,Chair Model 393,320,1,0.0,142.9,32,177.1,320,40,Supplier D,Monsoon
ORD00198,2024-03-09,2024-03-15,CUST9377,Customer_105,Consumer,Central,IL,Chicago,Office Supplies,Pen,Pen Model 649,3015,9,0.05,996.84,44,207.49,335,60,Supplier C,Summer
ORD00199,2024-02-05,2024-02-10,CUST8428,Customer_29,Corporate,East,MA,Boston,Office Supplies,Binder,Binder Model 782,196,4,0.05,74.16,60,28.01,49,79,Supplier B,Winter
ORD00200,2023-05-03,2023-05-04,CUST7092,Customer_65,Home Office,West,CA,Los Angeles,Technology,Monitor,Monitor Model 899,1722,6,0.2,93.42,38,214.03,287,105,Supplier C,Summer
ORD00201,2023-05-01,2023-05-08,CUST9128,Customer_234,Home Office,East,MA,Boston,Furniture,Table,Table Model 468,468,9,0.1,80.46,78,37.86,52,59,Supplier A,Summer
ORD00202,2024-05-26,2024-06-02,CUST9336,Customer_2,Consumer,West,WA,Seattle,Technology,Monitor,Monitor Model 979,954,2,0.2,77.72,19,342.74,477,136,Supplier A,Summer
ORD00203,2023-09-08,2023-09-09,CUST4678,Customer_165,Consumer,Central,OH,Columbus,Furniture,Chair,Chair Model 526,1488,3,0.0,463.92,88,341.36,496,234,Supplier C,Autumn
ORD00204,2023-10-05,2023-10-12,CUST2129,Customer_239,Corporate,East,MA,Boston,Technology,Printer,Printer Model 892,111,1,0.05,22.08,10,83.37,111,225,Supplier C,Autumn
ORD00205,2023-12-02,2023-12-03,CUST7033,Customer_253,Consumer,Central,IL,Chicago,Furniture,Chair,Chair Model 850,1540,5,0.1,254.25,36,226.35,308,257,Supplier B,Winter
ORD00206,2023-06-04,2023-06-05,CUST6038,Customer_54,Consumer,Central,IL,Chicago,Technology,Printer,Printer Model 642,2070,6,0.0,439.38,5,271.77,345,212,Supplier B,Monsoon
ORD00207,2024-03-05,2024-03-09,CUST7102,Customer_235,Home Office,East,NY,New York,Office Supplies,Binder,Binder Model 186,84,2,0.05,14.76,71,32.52,42,231,Supplier A,Summer
ORD00208,2024-06-01,2024-06-03,CUST7438,Customer_168,Corporate,Central,IL,Chicago,Office Supplies,Pen,Pen Model 563,242,1,0.05,82.48,38,147.42,242,181,Supplier C,Monsoon
ORD00209,2023-08-28,2023-08-29,CUST2978,Customer_275,Corporate,West,CA,Los Angeles,Office Supplies,Paper,Paper Model 888,222,3,0.05,63.84,45,49.02,74,228,Supplier B,Monsoon
ORD00210,2024-04-07,2024-04-10,CUST4522,Customer_168,Consumer,Central,OH,Columbus,Technology,Laptop,Laptop Model 193,1299,3,0.1,186.27,82,327.61,433,40,Supplier B,Summer
ORD00211,2023-12-31,2024-01-04,CUST2551,Customer_237,Consumer,East,MA,Boston,Furniture,Chair,Chair Model 923,227,1,0.15,36.55,75,156.4,227,147,Supplier B,Winter
ORD00212,2023-05-05,2023-05-06,CUST1357,Customer_34,Consumer,East,NY,New York,Technology,Laptop,Laptop Model 761,1470,7,0.0,447.51,38,146.07,210,58,Supplier D,Summer
ORD00213,2023-05-12,2023-05-13,CUST1483,Customer_196,Home Office,South,TX,Houston,Technology,Monitor,Monitor Model 536,106,1,0.2,15.02,55,69.78,106,274,Supplier B,Summer
ORD00214,2023-12-29,2023-12-31,CUST9173,Customer_211,Home Office,West,WA,Seattle,Furniture,Table,Table Model 590,111,3,0.2,10.56,36,26.08,37,171,Supplier A,Winter
ORD00215,2023-03-31,2023-04-03,CUST8859,Customer_279,Corporate,Central,IL,Chicago,Furniture,Chair,Chair Model 452,1323,9,0.2,67.86,53,110.06,147,203,Supplier C,Summer
ORD00216,2024-02-02,2024-02-05,CUST6856,Customer_300,Consumer,West,CA,Los Angeles,Furniture,Bookcase,Bookcase Model 263,140,4,0.1,46.96,65,19.76,35,291,Supplier A,Winter
ORD00217,2023-09-11,2023-09-17,CUST3846,Customer_91,Consumer,West,WA,Seattle,Office Supplies,Pen,Pen Model 706,411,1,0.05,105.25,54,285.2,411,201,Supplier C,Autumn
ORD00218,2024-12-15,2024-12-18,CUST6063,Customer_90,Corporate,East,MA,Boston,Office Supplies,Pen,Pen Model 138,924,3,0.05,176.31,68,233.83,308,297,Supplier A,Winter
ORD00219,2023-02-27,2023-03-01,CUST3907,Customer_166,Consumer,West,CA,Los Angeles,Office Supplies,Binder,Binder Model 122,189,1,0.2,37.73,21,113.47,189,194,Supplier B,Winter
ORD00220,2024-08-23,2024-08-29,CUST6285,Customer_70,Consumer,West,CA,Los Angeles,Office Supplies,Binder,Binder Model 849,422,2,0.15,64.78,48,146.96,211,174,Supplier D,Monsoon
ORD00221,2024-10-16,2024-10-20,CUST7199,Customer_158,Home Office,South,TX,Houston,Office Supplies,Pen,Pen Model 805,4220,10,0.1,1241.5,80,255.65,422,109,Supplier C,Autumn
ORD00222,2023-05-11,2023-05-13,CUST2705,Customer_255,Consumer,East,MA,Boston,Office Supplies,Paper,Paper Model 439,984,3,0.1,117.81,83,255.93,328,133,Supplier A,Summer
ORD00223,2023-09-01,2023-09-04,CUST6742,Customer_132,Consumer,South,TX,Houston,Office Supplies,Paper,Paper Model 837,1488,6,0.0,570.96,36,152.84,248,54,Supplier A,Autumn
ORD00224,2023-02-19,2023-02-23,CUST8855,Customer_296,Home Office,Central,OH,Columbus,Technology,Monitor,Monitor Model 876,3768,8,0.15,799.52,53,300.41,471,71,Supplier B,Winter
ORD00225,2023-06-16,2023-06-20,CUST3636,Customer_39,Home Office,East,NY,New York,Furniture,Chair,Chair Model 195,918,6,0.0,396.06,26,86.99,153,212,Supplier C,Monsoon
ORD00226,2024-08-31,2024-09-05,CUST4367,Customer_98,Corporate,Central,IL,Chicago,Furniture,Bookcase,Bookcase Model 813,990,3,0.15,258.12,17,194.46,330,189,Supplier C,Monsoon
ORD00227,2024-11-07,2024-11-10,CUST6911,Customer_2,Corporate,South,TX,Houston,Technology,Laptop,Laptop Model 189,2184,7,0.2,87.43,24,237.11,312,47,Supplier C,Autumn
ORD00228,2024-11-08,2024-11-14,CUST6052,Customer_204,Corporate,Central,IL,Chicago,Technology,Laptop,Laptop Model 600,428,4,0.1,45.24,65,84.99,107,79,Supplier C,Autumn
ORD00229,2023-04-04,2023-04-10,CUST5315,Customer_116,Corporate,Central,IL,Chicago,Furniture,Table,Table Model 677,690,6,0.15,199.32,61,64.53,115,258,Supplier A,Summer
ORD00230,2023-06-04,2023-06-11,CUST9561,Customer_215,Home Office,East,NY,New York,Office Supplies,Binder,Binder Model 803,2079,9,0.2,401.49,12,140.19,231,218,Supplier D,Monsoon
ORD00231,2024-08-09,2024-08-11,CUST2970,Customer_230,Consumer,Central,OH,Columbus,Technology,Monitor,Monitor Model 271,277,1,0.2,6.89,78,214.71,277,95,Supplier B,Monsoon
ORD00232,2023-07-17,2023-07-19,CUST2097,Customer_45,Corporate,East,MA,Boston,Technology,Printer,Printer Model 669,861,7,0.05,164.85,38,93.3,123,183,Supplier D,Monsoon
ORD00233,2024-07-19,2024-07-22,CUST3451,Customer_76,Home Office,South,FL,Miami,Technology,Printer,Printer Model 702,3200,10,0.2,174.7,19,238.53,320,232,Supplier A,Monsoon
ORD00234,2023-04-19,2023-04-24,CUST1613,Customer_89,Corporate,East,MA,Boston,Office Supplies,Binder,Binder Model 512,1085,7,0.15,147.91,78,110.62,155,262,Supplier B,Summer
ORD00235,2024-09-25,2024-09-30,CUST6535,Customer_156,Corporate,Central,IL,Chicago,Furniture,Table,Table Model 387,180,4,0.15,12.56,52,35.11,45,30,Supplier D,Autumn
ORD00236,2024-12-13,2024-12-19,CUST4079,Customer_227,Consumer,East,NY,New York,Technology,Monitor,Monitor Model 943,3328,8,0.1,940.64,58,256.82,416,65,Supplier D,Winter
ORD00237,2024-05-11,2024-05-18,CUST3846,Customer_99,Consumer,South,TX,Houston,Office Supplies,Paper,Paper Model 957,358,2,0.2,53.4,72,116.5,179,34,Supplier A,Summer
ORD00238,2023-09-13,2023-09-14,CUST3029,Customer_16,Consumer,Central,IL,Chicago,Furniture,Bookcase,Bookcase Model 481,640,4,0.1,92.24,69,120.94,160,223,Supplier D,Autumn
ORD00239,2024-08-31,2024-09-04,CUST5670,Customer_15,Corporate,West,WA,Seattle,Office Supplies,Pen,Pen Model 150,1176,6,0.05,224.1,38,148.85,196,66,Supplier B,Monsoon
ORD00240,2024-08-08,2024-08-15,CUST3167,Customer_89,Home Office,West,CA,Los Angeles,Office Supplies,Paper,Paper Model 920,628,4,0.15,107.8,6,106.5,157,262,Supplier A,Monsoon
ORD00241,2023-08-18,2023-08-21,CUST7506,Customer_300,Consumer,South,FL,Miami,Furniture,Table,Table Model 107,1530,6,0.1,452.04,43,154.16,255,286,Supplier C,Monsoon
ORD00242,2024-07-28,2024-08-03,CUST5536,Customer_134,Home Office,South,FL,Miami,Office Supplies,Paper,Paper Model 828,416,8,0.1,42.8,86,41.45,52,186,Supplier C,Monsoon
ORD00243,2023-07-12,2023-07-14,CUST5843,Customer_133,Corporate,West,CA,Los Angeles,Office Supplies,Binder,Binder Model 514,2208,6,0.05,485.04,88,268.76,368,274,Supplier D,Monsoon
ORD00244,2023-02-06,2023-02-11,CUST9311,Customer_154,Consumer,West,WA,Seattle,Office Supplies,Pen,Pen Model 960,1484,4,0.2,134.2,65,263.25,371,203,Supplier B,Winter
ORD00245,2023-10-28,2023-10-29,CUST4641,Customer_182,Consumer,Central,IL,Chicago,Office Supplies,Binder,Binder Model 862,3690,9,0.05,602.46,47,322.56,410,65,Supplier C,Autumn
ORD00246,2024-03-06,2024-03-13,CUST8736,Customer_100,Home Office,South,FL,Miami,Furniture,Bookcase,Bookcase Model 222,1285,5,0.0,427.1,86,171.58,257,56,Supplier D,Summer
ORD00247,2024-06-26,2024-06-29,CUST6183,Customer_93,Consumer,Central,IL,Chicago,Technology,Laptop,Laptop Model 599,780,4,0.15,41.48,63,155.38,195,93,Supplier C,Monsoon
ORD00248,2024-10-08,2024-10-10,CUST2442,Customer_67,Home Office,South,TX,Houston,Technology,Monitor,Monitor Model 544,635,5,0.05,162.5,25,88.15,127,270,Supplier D,Autumn
ORD00249,2024-02-18,2024-02-22,CUST4122,Customer_10,Home Office,Central,OH,Columbus,Technology,Laptop,Laptop Model 104,1098,9,0.1,123.48,46,96.08,122,291,Supplier B,Winter
ORD00250,2023-08-20,2023-08-26,CUST5885,Customer_149,Corporate,South,FL,Miami,Technology,Laptop,Laptop Model 845,1939,7,0.2,336.35,13,173.55,277,43,Supplier C,Monsoon
ORD00251,2024-03-20,2024-03-26,CUST4460,Customer_12,Home Office,West,WA,Seattle,Furniture,Table,Table Model 616,416,4,0.15,122.8,33,57.7,104,87,Supplier B,Summer
ORD00252,2023-05-07,2023-05-10,CUST1323,Customer_25,Home Office,East,MA,Boston,Office Supplies,Binder,Binder Model 218,3051,9,0.0,919.89,11,236.79,339,75,Supplier D,Summer
ORD00253,2024-03-30,2024-04-03,CUST9524,Customer_139,Home Office,East,MA,Boston,Furniture,Bookcase,Bookcase Model 720,375,3,0.0,140.52,89,78.16,125,71,Supplier B,Summer
ORD00254,2024-03-04,2024-03-11,CUST4304,Customer_184,Home Office,East,NY,New York,Furniture,Chair,Chair Model 519,548,2,0.05,135.76,38,192.42,274,287,Supplier C,Summer
ORD00255,2023-06-14,2023-06-15,CUST9095,Customer_77,Consumer,Central,IL,Chicago,Office Supplies,Binder,Binder Model 898,840,6,0.0,375.3,16,77.45,140,76,Supplier A,Monsoon
ORD00256,2023-04-14,2023-04-17,CUST6901,Customer_161,Corporate,West,WA,Seattle,Furniture,Table,Table Model 856,360,8,0.0,88.8,10,33.9,45,168,Supplier A,Summer
ORD00257,2023-04-08,2023-04-15,CUST2522,Customer_191,Corporate,East,NY,New York,Technology,Printer,Printer Model 287,564,3,0.1,71.28,84,145.44,188,157,Supplier A,Summer
ORD00258,2024-02-15,2024-02-19,CUST3171,Customer_31,Consumer,Central,OH,Columbus,Furniture,Bookcase,Bookcase Model 206,3432,8,0.15,472.88,26,305.54,429,77,Supplier D,Winter
ORD00259,2024-08-27,2024-08-31,CUST8997,Customer_58,Corporate,Central,IL,Chicago,Office Supplies,Binder,Binder Model 551,1998,6,0.0,468.24,21,254.96,333,267,Supplier A,Monsoon
ORD00260,2023-03-06,2023-03-09,CUST9504,Customer_268,Home Office,South,TX,Houston,Office Supplies,Pen,Pen Model 817,3708,9,0.2,256.05,33,301.15,412,193,Supplier A,Summer
ORD00261,2024-03-19,2024-03-25,CUST1190,Customer_81,Home Office,West,WA,Seattle,Furniture,Bookcase,Bookcase Model 969,672,7,0.2,18.13,83,74.21,96,47,Supplier D,Summer
ORD00262,2024-05-22,2024-05-29,CUST7607,Customer_121,Consumer,West,CA,Los Angeles,Furniture,Table,Table Model 570,756,4,0.1,255.08,33,106.33,189,213,Supplier D,Summer
ORD00263,2024-08-09,2024-08-13,CUST9996,Customer_1,Consumer,East,MA,Boston,Furniture,Table,Table Model 910,548,2,0.0,232.54,57,157.73,274,38,Supplier C,Monsoon
ORD00264,2024-06-04,2024-06-09,CUST6952,Customer_232,Consumer,West,WA,Seattle,Furniture,Table,Table Model 199,438,1,0.05,82.75,47,333.35,438,262,Supplier B,Monsoon
ORD00265,2023-01-03,2023-01-06,CUST3301,Customer_210,Consumer,South,FL,Miami,Office Supplies,Pen,Pen Model 360,2274,6,0.0,997.26,26,212.79,379,272,Supplier B,Winter
ORD00266,2023-07-12,2023-07-13,CUST8381,Customer_235,Home Office,Central,IL,Chicago,Furniture,Chair,Chair Model 703,450,6,0.15,129.78,86,42.12,75,83,Supplier B,Monsoon
ORD00267,2024-05-25,2024-05-26,CUST2696,Customer_199,Home Office,East,MA,Boston,Office Supplies,Binder,Binder Model 714,3771,9,0.05,856.17,27,302.92,419,85,Supplier C,Summer
ORD00268,2024-05-31,2024-06-04,CUST9393,Customer_154,Home Office,Central,IL,Chicago,Furniture,Table,Table Model 660,1020,6,0.15,100.8,22,127.7,170,231,Supplier C,Summer
ORD00269,2024-12-29,2025-01-04,CUST9255,Customer_278,Home Office,West,CA,Los Angeles,Technology,Printer,Printer Model 752,1855,5,0.1,222.05,21,289.49,371,111,Supplier C,Winter
ORD00270,2024-12-28,2024-12-29,CUST9564,Customer_55,Consumer,South,FL,Miami,Office Supplies,Pen,Pen Model 490,2555,7,0.2,456.12,59,226.84,365,26,Supplier B,Winter
ORD00271,2023-02-24,2023-03-02,CUST4342,Customer_278,Consumer,East,NY,New York,Furniture,Chair,Chair Model 467,1845,5,0.1,578.2,12,216.46,369,171,Supplier D,Winter
ORD00272,2023-04-15,2023-04-20,CUST6122,Customer_283,Consumer,West,WA,Seattle,Technology,Printer,Printer Model 113,1870,5,0.0,408.35,54,292.33,374,233,Supplier C,Summer
ORD00273,2023-07-27,2023-08-01,CUST4170,Customer_151,Corporate,Central,IL,Chicago,Office Supplies,Pen,Pen Model 281,2436,6,0.2,276.12,82,278.78,406,120,Supplier A,Monsoon
ORD00274,2023-07-11,2023-07-13,CUST1092,Customer_170,Corporate,East,MA,Boston,Technology,Monitor,Monitor Model 826,1520,5,0.1,482.55,79,177.09,304,150,Supplier B,Monsoon
ORD00275,2023-02-10,2023-02-12,CUST9608,Customer_113,Consumer,South,TX,Houston,Office Supplies,Pen,Pen Model 633,1355,5,0.2,152.4,14,186.32,271,182,Supplier A,Winter
ORD00276,2024-06-01,2024-06-03,CUST5809,Customer_112,Home Office,Central,OH,Columbus,Technology,Monitor,Monitor Model 643,1888,4,0.05,442.12,47,337.87,472,204,Supplier D,Monsoon
ORD00277,2024-07-28,2024-08-04,CUST6258,Customer_196,Consumer,East,NY,New York,Office Supplies,Binder,Binder Model 495,1144,8,0.2,23.28,36,111.49,143,40,Supplier C,Monsoon
ORD00278,2024-07-07,2024-07-13,CUST4154,Customer_165,Home Office,South,TX,Houston,Office Supplies,Binder,Binder Model 184,3879,9,0.2,537.66,10,285.06,431,171,Supplier A,Monsoon
ORD00279,2023-06-21,2023-06-28,CUST8130,Customer_37,Home Office,East,NY,New York,Technology,Printer,Printer Model 802,1848,4,0.15,168.32,31,350.62,462,295,Supplier B,Monsoon
ORD00280,2023-01-25,2023-01-29,CUST5237,Customer_209,Corporate,South,TX,Houston,Technology,Laptop,Laptop Model 561,111,1,0.1,23.36,78,76.54,111,136,Supplier D,Winter
ORD00281,2024-03-19,2024-03-22,CUST2189,Customer_184,Home Office,East,MA,Boston,Office Supplies,Paper,Paper Model 208,207,9,0.2,48.51,79,13.01,23,43,Supplier C,Summer
